"X","TrumpWrote","text","created_at"
8783,1,"""@deqwik2: @SaraMurray @realDonaldTrump Sorry link above not working. Here's good link http://t.co/0DoJeMrzC9""  @CNN and Jeb - apologize!","2015-10-13 09:24:29"
8784,1,"""@Parker_Votes: California Gov. Jerry Brown signs bill allowing illegals right to VOTE using drivers lic.ID. @realDonaldTrump","2015-10-13 09:05:33"
8785,1,"""@TopherCarlton: .@JebBush Sickening attempt. I hope .@realDonaldTrump jumps another 10 points. #WakeUpAmerica https://t.co/GT86RlB0t3""","2015-10-13 09:03:52"
8786,1,"""@codyave:  @drudgereport @BreitbartNews @Writeintrump ""You Can't Stump the Trump"" https://t.co/0xITB7XeJV http://t.co/iF6S05se2w""","2015-10-13 08:53:53"
8787,1,"""@BackOnTrackUSA: @seanhannity You are looking &amp; sounding more Presidential everyday. The country is ready for you to #MakeAmericaGreatAgain","2015-10-13 03:32:23"
8788,1,"""@mimi_saulino: @seanhannity @FoxNews Syrian Muslims escorted into U.S. through Mexico. Now arriving to Oklahoma and Kansas! Congress?""","2015-10-13 03:30:39"
8789,1,"""@kyredblood: @realDonaldTrump Great Fox interview""  @seanhannity","2015-10-13 03:29:56"
8790,1,"""@heavenlyitalian: @seanhannity @FoxNews time we had a businessman in the WH,who can bring back jobs to America and restore the middle class","2015-10-13 03:27:26"
8791,1,"""@GregWescott: @realDonaldTrump @seanhannity @FoxNews Another great interview. You were point on .... As good as it gets!""  Thanks!","2015-10-13 03:26:40"
8792,1,"""@VickyBrush: That young girl asking if she'll have control over her own body looked like she was planted there!  @HorseShort","2015-10-12 23:07:29"
8793,1,"""@connie_lee1: @realDonaldTrump @seanhannity @FoxNews Looking forward to a great interview with a great interviewee and a great interviewer!","2015-10-12 23:05:57"
8794,0,"Will be interviewed by @SeanHannity on @foxnews at 10PM tonight. Enjoy!","2015-10-12 21:44:13"
8795,1,"Leaving soon after a great time in New Hampshire, a truly special place!","2015-10-12 16:25:38"
8796,1,"Great, everyone is saying I did much better on @60Minutes  last week than President Obama did tonight. I agree!","2015-10-12 01:52:15"
8797,1,"President Obama was terrible on @60Minutes tonight. He said CLIMATE CHANGE is the most important thing, not all of the current disasters!","2015-10-12 01:43:08"
8798,1,"""@CNNPolitics: .@clayaiken praises ""good guy"" Trump and his ""upstanding"" and ""grounded"" kids http://t.co/sewrn2VkJ8 http://t.co/oRIPL1xDBG","2015-10-12 00:09:47"
8799,1,"""@kausmickey: .@realDonaldTrump was calling out Paul Ryan for his entitlement plans back in 2011 http://t.co/nVgWXaYhUN""  So true!","2015-10-12 00:06:52"
8800,1,"""@TheFix: Tuesday's Democratic debate is missing just one thing: Donald Trump.""  True, can you think of anyone who wants to watch?","2015-10-12 00:02:36"
8801,1,"I will be on Face The Nation (CBS) today at 10:30 A.M. and Media Buzz (Fox News) at 11:00 A.M. Enjoy!","2015-10-11 12:09:52"
8802,1,"""@Clint_Goodrich: They used to call Barry Diller the father of ""e-commerce""-what a joke that was - and that he is. 100%clueless on Internet""","2015-10-10 21:49:22"
8803,1,"Just got back from Georgia. The crowds and love for U.S. was so amazing! We all had a great day together - will be back soon!","2015-10-10 21:41:55"
8804,1,"Little Barry Diller, who lost a fortune on Newsweek and Daily Beast, only writes badly about me. He is a sad and pathetic figure. Lives lie!","2015-10-10 21:36:52"
8805,0,"Via Breitbart - ""Riding High in Polls Donald Trump Storms the American South to Overflow Crowds in Georgia""
http://t.co/iLcaMZxc82","2015-10-10 19:18:17"
8806,0,"With the fantastic ratings last weekend, @meetthepress &amp; @ThisWeekABC, I think it’s only fair that I go on @FoxNewsSunday w/ Chris Wallace.","2015-10-10 19:14:21"
8807,0,"Will be interviewed on @FaceTheNation with @JDickerson tomorrow at 10:30am EST. Enjoy!","2015-10-10 19:11:50"
8808,0,"My interview with @HowardKurtz on #MediaBuzz will air tomorrow on @Fox at 11am and 5pm. Great job Howie, very insightful.","2015-10-10 19:11:14"
8809,0,".@ThisWeekABC with @GStephanopoulos had fantastic numbers last Sunday --- Trump interview. Nice!","2015-10-10 19:10:40"
8810,0,"Thank you Georgia! I had a great afternoon with all of you! I will be back soon. #MakeAmerciaGreatAgain http://t.co/gkFoShg2xh","2015-10-10 18:51:54"
8811,0,".@ChuckTodd just informed us that my interview last week on @MeetthePress was their highest rated show in 4 years. Congrats!","2015-10-10 18:46:34"
8812,1,"I'm leading big in every poll and we are going to WIN! Remember, Trump NEVER gives up!","2015-10-10 13:47:54"
8813,1,"Paul Ryan is far from my first choice, but a very nice guy. The Republicans should go for tough and (very) smart this time - no games!","2015-10-10 13:31:55"
8814,1,"""@nypost: People are writing tribute songs for Donald Trump http://t.co/YEPsqFmBGY""  Thanks to all of these great songwriters. Get rich!","2015-10-10 12:12:02"
8815,1,"""@MyPresidentme: @realDonaldTrump @thehill She represents how thousands of us feel. You have the BEST supporters BAR NONE! #Trump2016","2015-10-10 03:55:33"
8816,1,"""@thehill: .@realDonaldTrump’s biggest Hispanic fan: ""He’s my perfect man"" http://t.co/bP8KJ1P9SK http://t.co/GiqUAJzYcX""  A great woman!","2015-10-10 03:50:16"
8817,1,"""@w_gorham: @realDonaldTrump Go President Trump! Many Canadians up here are behind you... totally! https://t.co/sS0njTyZnj""","2015-10-10 02:21:17"
8818,1,"""@AliceEngle3: @trumpiowa @TRUMPVICTORY16 @realDonaldTrump   The next generation will be better off because Trump was in the Oval Office!""","2015-10-10 02:20:44"
8819,1,"""@TheWTFTahoe: Please don't ever give up. This country is in such a mess and needs a non-politician to fix it. #MakeAmericaGreatAgain""","2015-10-10 02:19:59"
8820,1,"""@Jamgrigs: @realDonaldTrump Trump keep fighting the fight for America, we got your back. The future is looking bright. THE TRUMP REVOLUTION","2015-10-10 02:19:04"
8821,1,"""@bdean1468: @realDonaldTrump ATL LOVES TRUMP!!!""  Thanks!","2015-10-10 02:18:29"
8822,1,"Heading for Atlanta tomorrow morning for noon speech at North Atlanta Trade Center. Big crowds, great people!","2015-10-10 02:17:46"
8823,1,"Will be interviewed on ""Media Buzz"" with Howie Kurtz on Fox, Sunday at 11:00 A.M.","2015-10-10 02:13:13"
8824,1,"Will be interviewed on @Morning_Joe at 7:20. Great crowd in Las Vegas yesterday!","2015-10-09 10:52:55"
8825,0,"I was so happy when I heard that @Politico, one of the most dishonest political outlets, is losing a fortune. Pure scum!","2015-10-08 23:49:43"
8826,0,".@EWErickson ran @RedState into the ground. A change was necessary. Congratulations to @RedState and good luck in the future!","2015-10-08 22:00:07"
8827,0,".@EWErickson is a total low life--- read his past tweets. A dummy with no “it” factor. Will fade fast.","2015-10-08 21:59:35"
8828,1,"""@PennySingletary: @realDonaldTrump we know this and that's why you will be our next President""  Thank you.","2015-10-08 16:54:11"
8829,1,"""@SKennedy1979: No one else brings the passion, conviction, experience that you have. Your message is resonating w America! I'm excited.""","2015-10-08 16:52:13"
8830,1,"""@GaryGaryt52: @DanScavino @JudiLoera @realDonaldTrump WHEN IS TRUMP COMING TO FLORIDA? CAN'T WAIT.GO TRUMP! . FL FOR TRUMP","2015-10-08 16:51:30"
8831,1,"""@MidOhioMilitia: I haven't missed a speech or interview. Love hearing you speak for ME! #Trump2016 #MakeAmericaGreatAgain #IBelieve""","2015-10-08 16:47:59"
8832,1,"Washington (D.C.) is such a mess - nothing works! I will MAKE AMERICA GREAT AGAIN!  It's not going to happen with anyone else.","2015-10-08 16:46:37"
8833,1,"""@Moonwkr: @realDonaldTrump I would like to nominate @IvankaTrump for Speaker of the House"" What a great idea, she is a total winner! (Nice)","2015-10-08 16:38:57"
8834,1,"Great, Kevin McCarthy drops out of SPEAKER race. We need a really smart and really tough person to take over this very  important job!","2015-10-08 16:31:33"
8835,1,"""@PjwJ316: @realDonaldTrump YES!!!!!!!!!! AMERICA NEEDS @realDonaldTrump FOR PRESIDENT!!! CAN'T WAIT FOR AMERICA TO BE GREAT AGAIN!!!!""","2015-10-08 01:14:01"
8836,1,"""@GraggQuinton:  This is the size crowd you get when people care what you say -Trump in Oklahoma . Got even bigger http://t.co/PnRXfvEgxL""","2015-10-08 01:13:34"
8837,1,"""@keksec_org: @realDonaldTrump I truly believe you are the best #MakeAmericaGreatAgain""  Thank you so much!","2015-10-07 23:57:40"
8838,1,"""@Sandikay60: @realDonaldTrump @DarrenJJordan @stuartpstevens Donald Trump, our next president of the United States! #trump2016""  Thank you.","2015-10-07 23:55:42"
8839,1,"""@metskins10: @realDonaldTrump @DarrenJJordan @stuartpstevens Pay him, just do the opposite and you will win in a landslide.""","2015-10-07 23:54:29"
8840,1,"Just arrived in Las Vegas for a packed house speech tomorrow. Big poll results today, Leading big everywhere. MAKE AMERICA GREAT AGAIN!","2015-10-07 23:51:36"
8841,1,"""@DarrenJJordan: @realDonaldTrump @stuartpstevens And he's still a consultant? For what?""  Only a fool would pay Stuart for his advice.","2015-10-07 23:46:39"
8842,1,"""@3462727: @BretBaier @Norsu2 @realDonaldTrump tired of FOX bashing Trump &amp; pushing GOP establish / Christie/Rubio/Bush""","2015-10-07 23:21:16"
8843,1,"""@sugarofsaturn: @realDonaldTrump @stuartpstevens On the bright side Romney's loss gave us Donald Trump!""  So true!","2015-10-07 23:19:52"
8844,1,"Iowa was amazing today. Great crowd, great people. Thanks, will be back soon!","2015-10-07 23:17:34"
8845,1,".@stuartpstevens made some of the dumbest political decisions of all time in helping Romney to get destroyed by Obama. Should have won!","2015-10-07 23:05:05"
8846,0,"Just found out I won the Rockingham County Republican Booth Straw Poll at the Deerfield Fair in New Hampshire this past weekend. 39% ---Wow!","2015-10-07 19:29:59"
8847,1,"If Stuart Stevens' book is as bad as his horrible political advice to Mitt Romney, don't waste your money. Arrogant guy but a zero!","2015-10-07 14:34:04"
8848,1,"Ben Carson was speaking in general terms as to what he would do if confronted with a gunman, and was not criticizing the victims. Not fair!","2015-10-07 11:51:38"
8849,1,"""@darcy027027: @realclearspam @ElliekeMary  @AnnCoulter @GardiBates @ananavarro @CNN Don't worry. Trump will put it back when he is Pres !""","2015-10-07 03:13:54"
8850,1,"""@trumpgasm: NEW- 10/6/15 REUTERS IPSOS POLL DONALD TRUMP CONTINUES TO DOMINATE! OVER 37%!! http://t.co/qBsldeV4je http://t.co/GCtpS1WfeQ""","2015-10-07 03:12:38"
8851,1,"""@sharonDay5: The ONLY hope for America to break from the single Party Establishment is to Vote for @realDonaldTrump #Trump2016""","2015-10-07 03:06:59"
8852,1,"""@Foosball38: @realDonaldTrump we need a Real LEADER to LEAD. Let's make America great again! VOTE TRUMP 2016""","2015-10-07 00:06:53"
8853,1,"""@sempek1: @BretBaier @realDonaldTrump Trump is talking about highways, huge building projects - not as Steve Hayes said - small fry.""","2015-10-07 00:06:32"
8854,1,"""@ManahawkinMikey: @realDonaldTrump @GardiBates @ananavarro @CNN At least @megynkelly came to her senses #asksean http://t.co/5tR7cq76mC""","2015-10-07 00:04:23"
8855,1,"""@darcy027027:  @GardiBates @ananavarro @CNN Just In! 10/6/15 Morning Poll Trump +18% Trump 31 Carson 13 Rubio 10 Bush 7 Fiorina 6""","2015-10-07 00:02:36"
8856,1,"""@nedbello: @realDonaldTrump Your Doing GREAT!""  Thanks.","2015-10-07 00:01:21"
8857,1,"""@GardiBates: @ananavarro @cnn @realDonaldTrump Why are you even on tv? U sound like nails on a chalkboard. Biased against Trump.  So true!","2015-10-06 23:59:04"
8858,1,"""@For2016: pundits love to take a snippet, out of context, from something DonaldTrump says, and then weave a blanket of bullshit around it","2015-10-06 23:53:54"
8859,1,"""@bluegirlvi: @BretBaier @FoxNews DonaldTrump GOD voters are NOT getting tired of Trump! He's winning over others too #MakeAmericaGreatAgain","2015-10-06 23:20:56"
8860,1,"""@pnicastro1:  @WayneNewtonMrLV He did give tremendous praise for you this morning on @foxandfriends. Keep it up!Make America Great Again!""","2015-10-06 23:19:32"
8861,1,"""@lewgeraldine: @FoxNews @realDonaldTrump TRUMP FOR ""PRESIDENT"" YOU HAVE MY VOTE.""  GREAT.","2015-10-06 23:19:07"
8862,1,"""@ChadR73: Guess Barry Diller is afraid @realDonaldTrump is about to upset the crony applecart. #Trump2016 @Carl_C_Icahn"" An angry fool!","2015-10-06 23:18:51"
8863,1,"""@TheConnieMoore: @realDonaldTrump see u Sat in GA !!""  Great!","2015-10-06 23:17:25"
8864,1,"""@rogerhartford8: @realDonaldTrump hope you win it all . Time for a change !!""","2015-10-06 23:16:55"
8865,1,"""@TN_RiverFolk: My 2016 Vote will B based on #MakeAmericaGreatAgain NOT Eminent Domain●Americans need 2Prioritize   http://t.co/hPPy3gw3Ld""","2015-10-06 23:16:43"
8866,1,"""@Jrdavisii: @realDonaldTrump was great! @stephenfhayes is jealous that Trump didn't mention him. It's because SH is so wrong!","2015-10-06 23:15:12"
8867,1,"""@4mostcoach: I enjoy every @realDonaldTrump speech IN ITS ENTIRETY NOBODY's going 2 tell me what our NEXT PRESIDENT says but HIM.","2015-10-06 23:14:46"
8868,1,"""@kitkat123frank: @realDonaldTrump @CNN @SpecialKMB1969. You have my vote""","2015-10-06 11:39:47"
8869,1,"""@SteveBrainard1: @realDonaldTrump @CNN great interview Trump!""","2015-10-06 11:39:39"
8870,1,"""@CPO_Mark_2010: @realDonaldTrump is fired up on @cnn!!! So are your supporters!! #Trump2016""","2015-10-06 11:39:13"
8871,1,"""@WMikeWood: @cnn Trump Shuts down Cuomo. ""I am not getting out."" I am going to win. Cuomo tries sleazy tricks . Epic Fail. Unprofessional.""","2015-10-06 11:38:36"
8872,1,"""@jpm05880: @realDonaldTrump @CNN TRUMP EVEN SHARPER THAN LAST WEEK!!YOU ARE BEAUTIFUL...""","2015-10-06 11:37:40"
8873,1,"""@AJ_Nix: @realDonaldTrump @CNN Great job Mr Trump,,,Kept em on topic,, Got your message though.""","2015-10-06 11:36:17"
8874,1,"""@Nay_2xTimes: Great interview on #NewDay @realDonaldTrump #MakeAmericaGreatAgain""","2015-10-06 11:35:14"
8875,1,"""@Tea4Freedom: @realDonaldTrump @CNN That was awesome, boss! #trump2016""","2015-10-06 11:34:26"
8876,1,"""@Lisa_Steen: seriously Cuomo hates DonaldTrump he was a pathetic interviewer AS USUAL! Please don't go anywhere Mr Trump AMERICA NEEDS YOU""","2015-10-06 11:34:01"
8877,1,"""@realbigstriper: @ChrisCuomo Pew poll: @realDonaldTrump holds commanding lead @CNNPolitics http://t.co/iw2vk9Wx9L""","2015-10-06 11:33:14"
8878,1,"""@AngelaDale143: @realDonaldTrump @CNN wow, did Trump kick ass with Cuomo! You are the man, Mr. Trump; certainly not the lamb chop, Rubio.""","2015-10-06 11:32:56"
8879,1,"""@LindaRicker6: My choice @realDonaldTrump just finished a great interview on CNN. Pathetic questions from Cuomo but Trump cleared the air.""","2015-10-06 11:32:06"
8880,1,"""@Karentalk: @CNNPolitics @realDonaldTrump Stop interrupting Trump..Please..He is CORRECT ON EVERYTHING..""","2015-10-06 11:31:48"
8881,1,"""@LarrySchweikart: @peddoc63 @RickCanton @realDonaldTrump @marcorubio Funny. The Donald living rent-free in lil Marco's head""","2015-10-06 11:31:41"
8882,1,"""@CASuperrunner: @cu_mr2ducks @FoxNews @foxnewspolitics  Trump talked about this weeks ago as a possibility .... this is not Rubio's idea""","2015-10-06 04:00:53"
8883,1,"Don't ever forget, we will, together, MAKE AMERICA GREAT AGAIN!","2015-10-06 01:57:19"
8884,1,"""@jaxx613: @realDonaldTrump @Renhowe @donlemon @CNN . Mark Levin interview was great""","2015-10-06 01:08:17"
8885,1,"""@Q1776: Love fest for DonaldTrump on @marklevinshow just now. Top 5 talk radio audience in country. Great being on the show with Mark!","2015-10-06 01:07:54"
8886,1,"""@Knight276: @Writeonright @Real_Carl_Icahn @DanScavino @realDonaldTrump media is confused they bash trump he rises in polls!""","2015-10-06 01:02:39"
8887,1,"""@4udirtyrat: @realDonaldTrump 9 million MORE out of work because of this BAD DEAL.Will have over 100 MILLION out of work. Nice going Obama""","2015-10-06 01:02:19"
8888,1,"""@Raddmom: @realDonaldTrump - don't let the media &amp; the @GOP elites push you out- Americans are with you!"" Thanks, I won't!","2015-10-06 01:00:44"
8889,1,"""@TheWTFTahoe: @realDonaldTrump will #MakeAmericaGreatAgain""","2015-10-06 00:58:39"
8890,1,"""@KingVantes: @AnnCoulter @RedState TRUTH .Just like Perry, Walker, Bush .. all y'all who go after @realDonaldTrump WILL FAIL 💯 #Trump2016""","2015-10-06 00:57:11"
8891,1,"So, so, so important - MAKE AMERICA GREAT AGAIN!","2015-10-06 00:06:16"
8892,1,"""@Forbes: “If Donald Trump puts his name on X, it will sell for 3.7 times more than it would otherwise.”  Nice!","2015-10-05 23:59:43"
8893,1,"""@TODAYshow: ""We're pleased to announce that Donald Trump has just accepted our invitation for a town hall."" -@SavannahGuthrie""  So true!","2015-10-05 23:57:09"
8894,1,"""@WayneDupreeShow: HEADLINES: Donald Trump maintains huge lead on opponents as polls go #KeepingItReal http://t.co/AsRJp5AcmZ""","2015-10-05 23:56:21"
8895,1,"""@marklevinshow: Donald Trump will be on my show tonight at 8:30 PM eastern time."" Will be my great honor, so much to talk about!","2015-10-05 23:48:57"
8896,1,"Political strategist Stuart Stevens,who led Romney down the tubes in what should have been an easy victory,has terrible political instincts!","2015-10-05 23:40:16"
8897,1,"For all of my fantastic  supporters, and for the U.S.A., we are going to win and MAKE AMERICA GREAT AGAIN, maybe greater than ever before!","2015-10-05 04:29:56"
8898,1,"""@PaulRSidneyUK: I cannot believe the increase in illegals here in San Antonio Texas. We are the minority constantly discriminated against","2015-10-04 23:34:49"
8899,1,"I'm leading by big margins in every poll but the press keeps asking, would you ever get out? They are just troublemakers, I'm going to win!","2015-10-04 21:35:18"
8900,1,"""@MichellePippin: @realDonaldTrump When are you coming to #virginiabeach?"" Very soon!","2015-10-04 21:29:11"
8901,1,"""@AndreaTantaros: DonaldTrump is right. And sadly Christians were treated better under Hussein &amp; Gaddafi than ISIS. https://t.co/AZdLqydRM1","2015-10-04 20:51:06"
8902,1,"""@DGrant39107133: @nathanpaul1975 Clinton may go to jail but is still running for president? 99% of people would be in jail for what she did","2015-10-04 20:49:29"
8903,1,"""@keksec_org: @realDonaldTrump You said it best! #MakeAmericaGreatAgain""","2015-10-04 20:46:41"
8904,1,"""@Margee11: WATCH @realDonaldTrump Fires Up the Crowd in Franklin, Tennessee http://t.co/6aWwyanQ4w via @trumpstump2016""","2015-10-04 20:45:57"
8905,1,"""@nathanpaul1975: @realDonaldTrump Hollywood doesn't get to pick our presidents we the people do!! GO TRUMP!👍👍""","2015-10-04 14:49:27"
8906,1,"Will be interviewed by @chucktodd on @meetthepress at 10:30 A.M.","2015-10-04 13:26:07"
8907,1,"Will be interviewed by @GStephanopoulos on @ABC    at 10:00 A.M.","2015-10-04 13:23:59"
8908,1,"""@TrumpNewMedia: @carrillo_pete ILLEGAL ALIENS FOUND GUILTY OF MURDERING BORDER PATROL AGENT http://t.co/jEgkaegj8T http://t.co/lR8u7mBzAb","2015-10-04 12:05:23"
8909,1,"The people of Tennessee yesterday were amazing. Thank you!","2015-10-04 12:01:14"
8910,1,"""@TheNewsClub_US: RT @realDonaldTrump ""@laurencristmann: @topcota1SG @PhxKen i can't wait to cast my vote for Donald J TRUMP… #RT #CNN #HBO""","2015-10-04 11:59:08"
8911,1,"""@TheNewsClub_US: RT @realDonaldTrump Will be interviewed on @foxandfriends at 8:30. #RT #CNN #HBO""","2015-10-04 11:58:11"
8912,1,"""@DeborahCroce5: @realDonaldTrump ends speech in Franklin, Tennessee w/ Thank You I Love You All!! We love you 2 #MakeAmericaGreatAgain","2015-10-04 11:54:43"
8913,1,"""@laurencristmann: @realDonaldTrump @topcota1SG @PhxKen i can't wait to cast my vote for Donald J TRUMP in MAY and NOVEMBER""  Thanks.","2015-10-04 11:49:50"
8914,1,"""@joetoohey: This morning on @meetthepress - @chucktodd’s sit down with @realDonaldTrump in his NYC Campaign HQ #MTP http://t.co/9Oqz7aWhaS","2015-10-04 11:49:04"
8915,1,"""@polemicism: Okay okay @realDonaldTrump was right: LaGuardia Airport is a total dump. Like really, really bad.""","2015-10-04 11:46:56"
8916,1,"""@lindaleereyes: @realDonaldTrump Great Job Donald!!! Can't waite for you to be President and neither can America!!""","2015-10-04 11:46:08"
8917,1,"""@misterdish69: @IAmFreedomMan @seanhannity @rushlimbaugh @realDonaldTrump @CNN http://t.co/f9UAbiFaab""","2015-10-04 11:45:44"
8918,1,"""@BillPwr1:  @collegestump @CNN @FoxNews @DRUDGE_REPORT @blackrepublican FYI @batchelorshow @larry_kudlow #Trump2016 appeal grows!""","2015-10-04 04:45:31"
8919,1,"""@NeilForell: Watched the roast of @realDonaldTrump You took those jokes like a champ, what a good sport! Im voting for you now""  Great.","2015-10-04 04:41:21"
8920,1,"""@topcota1SG: @PhxKen I am Hispanic and will vote for @realDonaldTrump""","2015-10-04 04:39:07"
8921,1,"""@sfurnbac: Thank you @realDonaldTrump for the great #SNL this week!!!""","2015-10-04 04:38:33"
8922,1,"""@piercingshawn: @realDonaldTrump Please don't roll over . You are this country's last hope and our kids need you. Don't lose this deal !""","2015-10-04 04:35:19"
8923,1,"""@SolFusionGreg: @Mediaite The more the Progressives &amp; RINO's poke at the DonaldTrump the stronger he gets and more REAL PEOPLE like him!""","2015-10-04 04:09:46"
8924,1,"""@scottferson: .@TaranKillam plays a way better fake @realDonaldTrump than a real @HillaryClinton plays herself @nbcsnl""","2015-10-04 04:08:06"
8925,1,"""@leftfootjustice: If @realDonaldTrump becomes @POTUS we will finally have a @WWE Hall of Famer as President.""","2015-10-04 04:06:46"
8926,1,"""@RealReagan0503: It's funny how they say @realDonaldTrump doesn't give specifics but he's the only one who put out more than 2 policies.","2015-10-04 04:06:32"
8927,1,"""@JWbananastand: @nbcsnl I think I just heard @realDonaldTrump's ratings go up another 5% #Trump #SNL""","2015-10-04 04:06:13"
8928,0,"Tune in to see me on @ThisWeekABC with @GStephanopoulos at 10am ET. Enjoy!","2015-10-03 22:12:51"
8929,0,"I will be on @MeetThePress with @ChuckTodd tomorrow morning at 10:30am ET on @NBC. Enjoy!","2015-10-03 22:12:18"
8930,0,"Just leaving Nashville, Tennessee. Had a great time with a fabulous crowd of people! Love Nashville -- back soon! http://t.co/CS8DOd8wfm","2015-10-03 22:10:09"
8931,1,"Rubio was very disloyal to Bush, his mentor, when he decided to run against him. Both said they ""love"" each other.They don't - word is hate!","2015-10-03 11:21:38"
8932,1,"Bush and Rubio are finally attacking each other, as I knew they would, in order to be the last ""establishment"" man standing against me.Great","2015-10-03 11:16:43"
8933,1,"""@elkay14: @jordanfax I like gutsy brave guys like #Trump #Reagan , I hate all those bloody hypocrites @realDonaldTrump"" Thank you.","2015-10-03 09:46:12"
8934,1,"""@collegestump: Can't wait for @realDonaldTrump to be the next pres.  @CNN @FoxNews @DRUDGE_REPORT @blackrepublican http://t.co/F9pM0gE2yz""","2015-10-03 09:36:43"
8935,1,"Thank you @megynkelly for the nice things you said about Melania. You will like her, great heart and smart - always wanting to help people!","2015-10-03 02:51:08"
8936,1,"""@gse_says: Overwhelming wins by @realDonaldTrump in primaries will prove what will happen (landslide) in the general election.","2015-10-03 02:25:10"
8937,1,"""@mormontim: Going to see @realDonaldTrump tomorrow in franklin TN #MakeAmericaGreatAgain""","2015-10-03 02:21:56"
8938,1,"""@tvegan: DonaldTrump your kicking everyone's ASS! always believed in this Country ! your going to make America Great Again ! Mr President!","2015-10-03 02:21:43"
8939,1,"""@carrillo_pete: @realDonaldTrump great numbers #MakeAmericaGreatAgain""  Thanks.","2015-10-03 02:20:30"
8940,1,"""@misskellyaudrey: @FoxNews @HowardKurtz @MELANIATRUMP Melania is a beautiful woman who conducts her self with Class and Dignity #Trump2016""","2015-10-03 02:19:10"
8941,1,"""@HowardKurtz: @JoeNBC It'd be humorous to cull tweets from ""experts"" over past few mos who have predicted Trump's immediate collapse""","2015-10-03 02:18:32"
8942,1,"""@HowardKurtz: Trump's big lead in a new poll and whether Jeb's ""stuff happens"" was taken out of context with @megynkelly tonight"" Thanks H!","2015-10-03 02:17:18"
8943,1,"""@valerieannt:  @DRUDGE_REPORT @JebBush Jeb you are falling in polls because conservatives feel that you cannot #MakeAmericaGreatAgain""","2015-10-03 02:01:23"
8944,1,"""@apolloNC1: @realDonaldTrump @MNManstein2 You will be the next president of the USA!! Thank you Mr Trump. Sincerely the middle class!!""","2015-10-03 01:59:37"
8945,1,"""@KelliHeathman1: Megan Kelly admitted Trump was leading by a lot!! That talk with Ailes must have worked... Time to get tough. TRUMP 2016""","2015-10-03 01:58:42"
8946,1,"""@TheNewsClub_US: RT  ""@MNMans: Polling Convergence - OAN/GRAVIS and Reuters… http://t.co/3NXztsLOhx #RT #CNN #HBO http://t.co/zzKm8wUYqY""","2015-10-03 01:57:42"
8947,1,"""@KenPettigrew: Don't slow down the Trump storm... American needs leadership not a Paper President like Obama. Don't leave us with Jeb!""","2015-10-03 01:56:23"
8948,1,"""@MNManstein2: Polling Convergence - OAN/GRAVIS and Reuters Show Donald Trump Surging With 34 - 35% Support... http://t.co/ckXH2JfBNt via","2015-10-03 01:49:11"
8949,1,"""@thehill: P. Diddy is a fan of Donald Trump: http://t.co/VQv3ivgrwq http://t.co/Z66TTG3DpJ""","2015-10-03 00:52:08"
8950,1,"""@swterry91: Donald Trump Leads by 9 Points in Pew Poll – Jeb Bush in Free Fall #tcot http://t.co/uyxre0ei92""","2015-10-03 00:34:34"
8951,0,"Pictures of my beautiful mother, amazing father, and family hanging @MontesKitchen in upstate, New York. http://t.co/lvx5SEhQVv","2015-10-02 22:32:16"
8952,0,"Congratulations to my brother Robert &amp; Ann Marie on the success of @MontesKitchen in Dutchess County, New York (Amenia.) Great food!","2015-10-02 22:15:55"
8953,1,"""@Tea4Freedom: Pastor Robert Jeffres accurately gushes about Donald Trump http://t.co/iRcAPKF7yZ"" Pastor Jeffres is a great guy!","2015-10-02 13:50:56"
8954,1,"""@billsupdates: Why Buffalo Bills could be responsible for Donald Trump becoming president https://t.co/JxF7kjfaZR"" Team has a great owner!","2015-10-02 13:29:10"
8955,1,"""@DoDFiredawg78: @realDonaldTrump Virginians stand with you sir! #MakeAmericaGreatAgain #Trump2016 #TrumpForPresident""","2015-10-02 13:24:11"
8956,1,"Will be in Nashville, Tennessee, tomorrow (Saturday) at 2:30 P.M. So much to talk about - see you there!","2015-10-02 13:22:40"
8957,1,"I was so looking forward to being in Virginia Beach, Virginia, today. The demand for tickets was amazing. Good luck with storm, back soon!","2015-10-02 13:18:57"
8958,1,"""@VoteDonaIdTrump: @realDonaldTrump @Renhowe @donlemon @CNN we love trump""","2015-10-02 01:08:34"
8959,1,"""@Renhowe: I enjoyed @donlemon‘s interview with @realDonaldTrump on @CNN Need more interviews like that."" Thanks.","2015-10-02 01:06:45"
8960,1,"""@RLHoldenSr: @realDonaldTrump Mr Trump we are praying that you win the 2016 election! Obama is destroying the US!""","2015-10-02 01:06:28"
8961,1,"""@TheBrodyFile: The HUGE @TheBrodyFile DonaldTrump faith-based story runs tomorrow (Friday) on @700club. @ABCFamily channel at 10am ET.""","2015-10-02 00:56:53"
8962,1,"""@WETHEPEOPLE65: @realDonaldTrump @BigStick2013 @TIMENOUT @CNN @donlemon GO TRUMP, OUR GUY""","2015-10-02 00:54:30"
8963,1,"My warmest condolences to the families of the horrible Roseburg, Oregon, shootings.","2015-10-02 00:41:22"
8964,1,"""@JYakburger: @EthaBrooke  IF @MittRomney ran more like @realDonaldTrump and less like McCain, he would've won. Failed campaign tactics.","2015-10-01 23:53:50"
8965,1,"I will be interviewed on @seanhannity tonight at 10:00. Many things, mostly bad, to talk about!","2015-10-01 23:52:07"
8966,1,"""@gedion_t: @realDonaldTrump @EthaBrooke @MittRomney No body knows foreign policy any better than Trump. Vote ""T""","2015-10-01 23:38:26"
