"Sales","Date","Promo","SchoolHoliday","Month","DayOfWeek"
2605,2014-12-31,0,1,"December","Wednesday"
5509,2015-01-02,0,1,"January","Friday"
5023,2015-01-03,0,1,"January","Saturday"
6239,2015-01-05,1,1,"January","Monday"
4574,2015-01-06,1,1,"January","Tuesday"
4796,2015-01-07,1,1,"January","Wednesday"
3716,2015-01-08,1,1,"January","Thursday"
3998,2015-01-09,1,1,"January","Friday"
4599,2015-01-10,0,0,"January","Saturday"
5346,2015-01-12,1,0,"January","Monday"
4924,2015-01-13,1,0,"January","Tuesday"
4541,2015-01-14,1,0,"January","Wednesday"
4295,2015-01-15,1,0,"January","Thursday"
4161,2015-01-16,1,0,"January","Friday"
5255,2015-01-17,0,0,"January","Saturday"
3721,2015-01-19,0,0,"January","Monday"
3680,2015-01-20,0,0,"January","Tuesday"
3299,2015-01-21,0,0,"January","Wednesday"
3492,2015-01-22,0,0,"January","Thursday"
3586,2015-01-23,0,0,"January","Friday"
4840,2015-01-24,0,0,"January","Saturday"
4781,2015-01-26,1,0,"January","Monday"
4806,2015-01-27,1,0,"January","Tuesday"
4310,2015-01-28,1,0,"January","Wednesday"
5171,2015-01-29,1,0,"January","Thursday"
5577,2015-01-30,1,0,"January","Friday"
5363,2015-01-31,0,0,"January","Saturday"
6038,2015-02-02,1,0,"February","Monday"
4901,2015-02-03,1,0,"February","Tuesday"
4672,2015-02-04,1,0,"February","Wednesday"
4394,2015-02-05,1,0,"February","Thursday"
5022,2015-02-06,1,0,"February","Friday"
4663,2015-02-07,0,0,"February","Saturday"
3965,2015-02-09,0,0,"February","Monday"
3136,2015-02-10,0,0,"February","Tuesday"
3735,2015-02-11,0,0,"February","Wednesday"
3900,2015-02-12,0,0,"February","Thursday"
4726,2015-02-13,0,0,"February","Friday"
5015,2015-02-14,0,0,"February","Saturday"
4303,2015-02-16,1,0,"February","Monday"
4833,2015-02-17,1,0,"February","Tuesday"
4180,2015-02-18,1,0,"February","Wednesday"
4460,2015-02-19,1,0,"February","Thursday"
4651,2015-02-20,1,0,"February","Friday"
4475,2015-02-21,0,0,"February","Saturday"
3598,2015-02-23,0,0,"February","Monday"
4054,2015-02-24,0,0,"February","Tuesday"
3875,2015-02-25,0,0,"February","Wednesday"
4042,2015-02-26,0,0,"February","Thursday"
4708,2015-02-27,0,0,"February","Friday"
5289,2015-02-28,0,0,"February","Saturday"
5942,2015-03-02,1,0,"March","Monday"
5451,2015-03-03,1,0,"March","Tuesday"
5568,2015-03-04,1,0,"March","Wednesday"
4419,2015-03-05,1,0,"March","Thursday"
5397,2015-03-06,1,0,"March","Friday"
4592,2015-03-07,0,0,"March","Saturday"
3701,2015-03-09,0,0,"March","Monday"
3805,2015-03-10,0,0,"March","Tuesday"
4170,2015-03-11,0,0,"March","Wednesday"
3141,2015-03-12,0,0,"March","Thursday"
3725,2015-03-13,0,0,"March","Friday"
5225,2015-03-14,0,0,"March","Saturday"
5695,2015-03-16,1,0,"March","Monday"
4806,2015-03-17,1,0,"March","Tuesday"
3858,2015-03-18,1,0,"March","Wednesday"
4748,2015-03-19,1,0,"March","Thursday"
4057,2015-03-20,1,0,"March","Friday"
3909,2015-03-21,0,0,"March","Saturday"
3565,2015-03-23,0,0,"March","Monday"
3547,2015-03-24,0,0,"March","Tuesday"
3531,2015-03-25,0,0,"March","Wednesday"
3932,2015-03-26,0,0,"March","Thursday"
4005,2015-03-27,0,0,"March","Friday"
5208,2015-03-28,0,0,"March","Saturday"
6714,2015-03-30,1,1,"March","Monday"
6206,2015-03-31,1,1,"March","Tuesday"
6816,2015-04-01,1,1,"April","Wednesday"
6574,2015-04-02,1,1,"April","Thursday"
6709,2015-04-04,0,1,"April","Saturday"
4163,2015-04-07,0,1,"April","Tuesday"
4194,2015-04-08,0,1,"April","Wednesday"
3467,2015-04-09,0,1,"April","Thursday"
3549,2015-04-10,0,1,"April","Friday"
4173,2015-04-11,0,0,"April","Saturday"
5377,2015-04-13,1,0,"April","Monday"
4648,2015-04-14,1,0,"April","Tuesday"
4110,2015-04-15,1,0,"April","Wednesday"
4116,2015-04-16,1,0,"April","Thursday"
4718,2015-04-17,1,0,"April","Friday"
4594,2015-04-18,0,0,"April","Saturday"
3722,2015-04-20,0,0,"April","Monday"
3037,2015-04-21,0,0,"April","Tuesday"
3319,2015-04-22,0,0,"April","Wednesday"
3076,2015-04-23,0,0,"April","Thursday"
3198,2015-04-24,0,0,"April","Friday"
4318,2015-04-25,0,0,"April","Saturday"
5575,2015-04-27,1,0,"April","Monday"
5199,2015-04-28,1,0,"April","Tuesday"
5775,2015-04-29,1,0,"April","Wednesday"
6228,2015-04-30,1,0,"April","Thursday"
5850,2015-05-02,0,0,"May","Saturday"
5591,2015-05-04,1,0,"May","Monday"
4564,2015-05-05,1,0,"May","Tuesday"
4960,2015-05-06,1,0,"May","Wednesday"
4529,2015-05-07,1,0,"May","Thursday"
4683,2015-05-08,1,0,"May","Friday"
4945,2015-05-09,0,0,"May","Saturday"
3551,2015-05-11,0,0,"May","Monday"
3547,2015-05-12,0,0,"May","Tuesday"
3998,2015-05-13,0,0,"May","Wednesday"
4178,2015-05-15,0,0,"May","Friday"
4431,2015-05-16,0,0,"May","Saturday"
5280,2015-05-18,1,0,"May","Monday"
5235,2015-05-19,1,0,"May","Tuesday"
4735,2015-05-20,1,0,"May","Wednesday"
3755,2015-05-21,1,0,"May","Thursday"
4459,2015-05-22,1,0,"May","Friday"
4276,2015-05-23,0,0,"May","Saturday"
4211,2015-05-26,0,0,"May","Tuesday"
4083,2015-05-27,0,0,"May","Wednesday"
4111,2015-05-28,0,0,"May","Thursday"
4656,2015-05-29,0,0,"May","Friday"
5592,2015-05-30,0,0,"May","Saturday"
5774,2015-06-01,1,0,"June","Monday"
5450,2015-06-02,1,0,"June","Tuesday"
5809,2015-06-03,1,0,"June","Wednesday"
5384,2015-06-05,1,0,"June","Friday"
4183,2015-06-06,0,0,"June","Saturday"
4071,2015-06-08,0,0,"June","Monday"
4102,2015-06-09,0,0,"June","Tuesday"
3591,2015-06-10,0,0,"June","Wednesday"
3627,2015-06-11,0,0,"June","Thursday"
3695,2015-06-12,0,0,"June","Friday"
4256,2015-06-13,0,0,"June","Saturday"
5518,2015-06-15,1,0,"June","Monday"
4852,2015-06-16,1,0,"June","Tuesday"
4000,2015-06-17,1,0,"June","Wednesday"
4645,2015-06-18,1,0,"June","Thursday"
4202,2015-06-19,1,0,"June","Friday"
4097,2015-06-20,0,0,"June","Saturday"
3846,2015-06-22,0,0,"June","Monday"
3762,2015-06-23,0,0,"June","Tuesday"
3346,2015-06-24,0,0,"June","Wednesday"
3533,2015-06-25,0,0,"June","Thursday"
3317,2015-06-26,0,0,"June","Friday"
4019,2015-06-27,0,0,"June","Saturday"
5197,2015-06-29,1,0,"June","Monday"
5735,2015-06-30,1,0,"June","Tuesday"
5223,2015-07-01,1,0,"July","Wednesday"
5558,2015-07-02,1,0,"July","Thursday"
4665,2015-07-03,1,0,"July","Friday"
4797,2015-07-04,0,0,"July","Saturday"
4359,2015-07-06,0,0,"July","Monday"
3650,2015-07-07,0,0,"July","Tuesday"
3797,2015-07-08,0,0,"July","Wednesday"
3897,2015-07-09,0,0,"July","Thursday"
3808,2015-07-10,0,0,"July","Friday"
3530,2015-07-11,0,0,"July","Saturday"
5054,2015-07-13,1,0,"July","Monday"
5042,2015-07-14,1,0,"July","Tuesday"
4767,2015-07-15,1,0,"July","Wednesday"
4427,2015-07-16,1,0,"July","Thursday"
4852,2015-07-17,1,0,"July","Friday"
4406,2015-07-18,0,0,"July","Saturday"
4395,2015-07-20,0,0,"July","Monday"
3558,2015-07-21,0,0,"July","Tuesday"
3464,2015-07-22,0,0,"July","Wednesday"
3769,2015-07-23,0,0,"July","Thursday"
3706,2015-07-24,0,0,"July","Friday"
4364,2015-07-25,0,0,"July","Saturday"
6102,2015-07-27,1,1,"July","Monday"
5011,2015-07-28,1,1,"July","Tuesday"
4782,2015-07-29,1,1,"July","Wednesday"
5020,2015-07-30,1,1,"July","Thursday"
5263,2015-07-31,1,1,"July","Friday"
